case_uuid,violation_uuid,state_name,citation_sequence,employer_name,employer_dba_name,employer_city,violation_category,case_status,date_opened,date_paid,date_closed,amount_claimed,amount_assessed,amount_paid
1363f369-2359-47d1-99ea-44f31517ba5a,baebcd9f-dd03-4a95-bab6-94a9cb4af0d3,South Carolina,1,Dock House Tavern Inc,,,,closed,2010-02-11,,2010-03-29,,,
a1c99095-dd7c-4316-9938-c69d50e51aa7,1a1451f2-f877-4d51-88ca-876c0e93f114,South Carolina,1,Joseph W. Reeves PA,,,,closed,2010-02-16,,2010-02-23,,,
7addc667-a114-4c6a-9a96-bd9c563c1f5e,0e0acfde-2888-4265-913e-92b5978f7dd6,South Carolina,1,HILTON HEAD KITCHEN & BATH INC,,,unpaid_wages,closed,2010-02-18,,2010-03-05,,529.68,200.0
719ac11b-fa83-4f52-b86b-0346534fe990,367ce1e5-ae60-49d7-a96a-5ab136f59659,South Carolina,1,Colonial Printing Inc,,,unpaid_wages,closed,2010-02-16,,2010-02-25,,796.15,200.0
4ce302ae-cca2-45be-aed0-ae14e39b1aad,407263de-3d6a-438a-894c-09c071261680,South Carolina,1,Executive Medical Transport,,,unpaid_wages,closed,2010-02-16,,2010-03-05,,1725.0,0.0
3deb0e5f-8656-4c0f-9050-167186934074,db1ca37e-728b-4a8c-b123-ecae8f59dd8f,South Carolina,1,Spherion,,,,closed,2010-02-16,,2010-03-22,,,
31d701bd-111a-4d86-a2c3-42c31ebdfd99,6d1257f2-aac3-4e91-9a3f-50b8e2e229bd,South Carolina,1,Midland Valley Preparatory,,,unpaid_wages,closed,2010-02-16,,2010-03-04,,401.92,100.0
463ac132-8c7a-4c16-bba3-0be0ff949326,5c93a4b8-fc8f-4065-9ca6-2a261a3dd510,South Carolina,1,Seasonal Serenity Landscape,,,,closed,2010-01-07,,2010-01-21,,,
3f402237-fa6c-4d3d-b66c-36b39a073181,71da6d99-d7cb-4e89-8b51-1b160f2a2a13,South Carolina,1,"Flat Creek X-Press, LLC",,,,closed,2010-02-17,,2010-02-23,,,
857ee5e2-7b59-432a-8941-a59173b28c66,2dc26e75-dc9a-484a-97fe-3082bbe1e84d,South Carolina,1,Arby's,,,unpaid_wages,closed,2010-02-17,,2010-03-10,,326.92,200.0
85e6d9aa-05c9-448e-806e-73add33390eb,fd9d5cc0-e5a5-4596-b1ae-31a288692f63,South Carolina,1,WILLIAM M BENTON,,,,closed,2010-02-18,,2010-03-11,,,
a4c6442b-f847-41cd-bdde-6f2d08665084,16e8accf-c848-4473-a436-9811c169b74b,South Carolina,1,L H Transportation,,,,closed,2010-02-18,,2010-02-19,,,
7fdf6492-c24b-4ea6-826b-75ba2ae71c0b,4cdb5a74-572a-4617-b422-7ced57df468e,South Carolina,1,121 Direct Response,,,unpaid_wages,closed,2010-02-18,,2010-02-23,,240.0,100.0
1632e8ac-a35b-417b-afc1-1d0d076228ea,5e34449d-b7ec-4566-aa0b-ec47087516ba,South Carolina,1,Axxon International,,,,closed,2010-02-18,,2010-02-25,,,
bffc9d58-ffda-408c-97fe-2e274fcb80d3,b3f740e5-d8f8-4fae-9c0a-a99ac530af02,South Carolina,1,Family Pet,,,,closed,2010-02-18,,2010-02-26,,,
8203ea77-f5e3-4360-9a8a-bf908bdc5aa3,418dcfb4-46b8-4618-99d9-828f51e48ff4,South Carolina,1,Cupcake Couture & Catering,,,unpaid_wages,closed,2010-02-18,,2010-03-08,,392.0,100.0
5ced106c-a85b-41f5-a384-04ff95865abf,9a9fd559-f64a-4649-b9c6-3ab039234966,South Carolina,1,Simply Nice Used Cars,,,,closed,2010-02-18,,2010-02-22,,,
e93b1580-5d00-453d-95db-eac77cf06966,fc7a7f35-4f41-40c7-95e0-7ea5c54f6f50,South Carolina,1,Senior Helper,,,,closed,2010-01-07,,2010-01-22,,,
fe2695d5-89d4-4c4a-98fd-b12c166abe08,90218f42-8329-44ca-a46a-b29b2c119e61,South Carolina,1,Northstar Energy Group,,,,closed,2010-02-19,,2010-03-22,,,
609a502d-687a-40fe-943b-202ec46f0427,88a0cfae-1fff-4fa2-bf8e-6135b22983ed,South Carolina,1,IHOP,,,unpaid_wages,closed,2010-02-22,,2010-03-18,,382.0,100.0
42f93979-929f-49ee-b4e6-19b0d972430b,07b098d4-c2d4-4adb-9b3e-0df377658d79,South Carolina,1,Unihealth PAC Orangeburg,,,,closed,2010-02-22,,2010-03-08,,,
87cbd678-5f2c-48aa-ada0-914fef5d5e0c,3f6a696e-e71f-4dee-841d-e0a6cf4681cb,South Carolina,1,Buford Child Development,,,,closed,2010-02-22,,2010-03-15,,,
a8d2f7eb-7179-4f0a-a5db-c99c184ac31a,e25eec23-70cb-417d-befd-02f5001b8fc5,South Carolina,1,Nyquist Engineering,,,unpaid_wages,closed,2010-02-23,,2010-03-12,,1424044.0,0.0
8eb00ba0-be59-4dc6-85a0-6773d24062f4,ac8df66b-e67d-4d97-a71c-ebc2bc366fd9,South Carolina,1,Laurens County Disabilities&Special Needs Board,,,unpaid_wages,closed,2010-02-23,,2010-03-04,,670.32,100.0
0f2d0f7d-49b7-4540-806e-8daf151c821b,b1098634-55d7-42c3-8b80-76a062071710,South Carolina,1,Linda's Bistro,,,unpaid_wages,closed,2010-02-23,,2010-03-31,,134.12,100.0
62f2c5f3-0a7b-415e-aaa2-84289c1bd4a1,1bc0861c-2fd9-41dd-94cd-4c299a88764f,South Carolina,1,J & L Services,,,,closed,2010-02-23,,2010-03-11,,,
27db0f7a-80d9-4cd7-8602-a0096b866621,3764c07e-f6cc-46da-9893-a80549dc3198,South Carolina,1,SCSS Inc,,,,closed,2010-02-23,,2010-03-16,,,
77bfdb53-9233-4de5-a85e-15d4aa50ec95,dad89212-5804-4ddf-966f-029ad06a5bd4,South Carolina,1,STARR SERVICES,,,,closed,2010-01-05,,2010-01-14,,,
ad2c2c05-3155-451f-8751-19838a5afab0,49d94a04-59e2-43a2-a39a-17dd66c102bb,South Carolina,1,Dunkin Donuts,,,,closed,2010-02-24,,2010-03-09,,,
04f09cf4-39b2-4336-8c18-686a4269fddb,5923f95c-3d93-499a-ba7b-387ff52001a0,South Carolina,1,CSE Lining Technology,,,,closed,2010-02-24,,2010-03-29,,,
58b47d3b-f288-4fee-afbc-f333a0ee1a00,bb4c2727-08b1-41cb-9f8f-1aa1733d7979,South Carolina,1,Greater St Luke AME Church,,,,closed,2010-02-24,,2010-03-30,,,
a8ea96d3-e299-45db-ba65-c711e9b0af69,1803a069-9cc6-4339-a489-c30107d772e0,South Carolina,1,BARNETT MEDICAL INC,,,unpaid_wages,closed,2010-02-24,,2010-03-08,,400.35,200.0
cb74182c-63d4-474b-a582-a85d9db55f6b,7c7e4795-e590-4d06-a211-813cfc572e11,South Carolina,1,Access Portable Toilets,,,,closed,2010-02-25,,2010-03-24,,,
0c86bda3-b989-4bdc-bfb0-cb52b8c27078,b80f7b5e-25f5-40bc-bdfa-450218bcf43d,South Carolina,1,Mr. Shine Car Care Center,,,unpaid_wages,closed,2010-02-25,,2010-03-08,,320.67,0.0
25479fd9-147a-4407-9824-4d646d286217,93d27429-5d81-486c-a5cf-6efb78edbbc8,South Carolina,1,Fast Fuel #1,,,,closed,2010-02-26,,2010-03-12,,,
557d0237-1840-41fe-bf58-ab06f75e92dc,92988b14-f379-4b4b-a9af-26887ebbba81,South Carolina,1,United Housing Association,,,,closed,2010-02-26,,2010-03-04,,,
3b59a79b-d8c7-4b79-8ce6-1d3622d6bb9d,f1e51eee-532d-4e7b-9b01-ef49fe39f3ef,South Carolina,1,FTL ELECTRIC LLC,,,,closed,2010-02-26,,2010-03-11,,,
70e5fd35-1f75-4d0a-b2b4-a29c72aaf640,9fb9904d-e98b-4b0e-8ae9-121f4a43d4a6,South Carolina,1,McDonald's,,,,closed,2010-03-01,,2010-03-22,,,
35752275-966f-48ae-82ca-3220c27d9de1,4c82956f-96c8-46f0-9d75-5d5c5bf17ae6,South Carolina,1,Waffle House,,,unpaid_wages,closed,2010-01-05,,2010-02-04,,116.0,100.0
01e90b98-cd94-422e-a007-691e69b2972d,e18df8cb-3947-4d6f-9cb9-27af6cf25d74,South Carolina,1,Reliant Hospice,,,,closed,2010-03-01,,2010-03-10,,,
a0dd1cd8-0144-4be5-8bb6-0ce26e8228a3,d13a7bdc-7be3-4ad2-ada6-1cf88de73116,South Carolina,1,W.J.D. General Contractors,,,,closed,2010-03-01,,2010-03-02,,,
fa560a17-e72e-4010-b946-1d1f2c7cf4da,26a0b2d4-53ab-4fcb-bd0d-186f76a3da56,South Carolina,1,Splash Omnimedia LLC,,,,closed,2010-03-01,,2010-03-04,,,
d51e8a25-c334-463a-9d59-16cd76514248,43be9f05-2b8e-47cc-9730-602be5ecec77,South Carolina,1,Express Italian & Grill,,,,closed,2010-03-01,,2010-04-27,,,
b1e41021-7734-4d31-a459-f90c2c3f1114,7f132b47-b001-4ca1-975c-233a2f282a29,South Carolina,1,Sight's Advertising,,,,closed,2010-03-01,,2010-03-15,,,
b941489c-230f-467f-9f63-137f959f594d,69989aba-d721-40a2-88f6-95af88be0e3f,South Carolina,1,LANDMARK RESOURCES LLC,,,unpaid_wages,closed,2010-03-02,,2010-03-18,,125.0,25.0
b94d476e-cb78-425b-9aff-3c0ec20b413e,ffec8b13-dc07-4346-a89c-25ba9011d0b0,South Carolina,1,Partners Communications Inc,,,,closed,2010-03-03,,2010-03-12,,,
5389aa29-8bb8-4a2f-9d8b-1ecb989bff52,c5be37c8-b9f3-4a8e-9ec4-47108e7af5f4,South Carolina,1,The Preiss Company,,,,closed,2010-03-05,,2010-03-15,,,
84e7728f-b694-460a-80f0-7ac972af81de,b7d9ce60-8c46-4bb8-9b87-8ff14a94b8d6,South Carolina,1,CHARLESTON PROPERTY MANAGEMENT INC,,,,closed,2010-01-04,,2010-01-08,,,
b82513b7-2221-45f4-8f9e-c14877f12128,9fe19a16-146f-4fa9-8a6d-4eeb44c0b1bc,South Carolina,1,Marb Market,,,,closed,2010-03-04,,2010-03-30,,,
808262b1-669b-4f11-965b-3351c1c016ca,37ed67ad-477d-4287-8e67-2a0217d440fa,South Carolina,1,Vista Plumbing,,,,closed,2010-03-08,,2010-03-25,,,
453f267b-8dbe-4d99-a166-5487f8c4fa5e,147b257d-f69c-4e50-82f2-e32a016f5852,South Carolina,1,Security Force Inc,,,,closed,2010-03-09,,2010-03-16,,,
f254b129-c15d-4759-a55c-5e9a9c3f53cd,3309545f-0088-4602-9ca7-36d39f509db5,South Carolina,1,City Range Steakouse,,,,closed,2010-03-09,,2010-03-12,,,
de8d6b3d-ca6a-4013-ac7e-4a96e2af1f50,b1388ca5-342c-4702-bcb3-f3f6f8ca8897,South Carolina,1,Chester Wood Products LLC,,,,closed,2010-03-09,,2010-03-23,,,
253fa8ea-a844-44e0-9208-dc25069ef06e,946566d8-5304-42fd-ad77-19e50150802e,South Carolina,1,OPC Choregraphy,,,,closed,2010-03-09,,2010-03-17,,,
f3c9f2c9-c6bc-4889-8b6f-53ca7c3a7b12,2ed6a3f7-a6c3-42ec-a75c-763afcd66374,South Carolina,1,The Pantry,,,,closed,2010-03-10,,2010-04-21,,,
c6695e8e-c280-4115-a5a1-8cef9cabc6a3,f2a7618a-2ab9-4954-9020-d6aafa6c6816,South Carolina,1,PROTECTION 24 LLC,,,unpaid_wages,closed,2010-03-10,,2010-03-19,,120.0,100.0
2a96574a-ff9e-45e2-af05-ba243fbeac84,95cd9477-6c07-42f2-8c81-a3c29e38f088,South Carolina,1,North Strand OB/GYN,,,,closed,2010-03-10,,2010-04-08,,,
dc1f44fd-9b57-45bb-bec0-3a0803397064,4885975f-edcf-4f85-8f7a-b657bcd4cc39,South Carolina,1,A New Beginning,,,,closed,2010-03-10,,2010-03-31,,,
067c7bb1-f69e-45a1-919f-ccb38fd38706,4a77c9ad-4fea-4eeb-b685-4fa822d16386,South Carolina,1,"West Oil, Inc.",,,,closed,2010-03-11,,2010-03-18,,,
5edf8bc3-bfa6-470b-a562-f4c2708ed272,ffabf376-bd3c-422a-9842-77e4bf14af0e,South Carolina,1,Dew's Appliance,,,unpaid_wages,closed,2010-03-11,,2010-04-07,,998.0,150.0
d1a43ba2-b30c-468b-8436-17c183c52cde,98fdc4b7-4edc-4fd3-a680-8360f2c9ad4f,South Carolina,1,Buel,,,,closed,2010-03-12,,2010-03-15,,,
aff24dd5-35c9-41b8-9d42-c0ec1f0438f3,b1539524-91aa-4c5b-855a-d7ef3e7db55f,South Carolina,1,Luxury Cars of Charleston,,,,closed,2010-03-12,,2010-03-19,,,
c56018b2-2748-4b06-a55e-301a803be5d7,a87efb75-7150-49ae-859f-0b63e188dcf2,South Carolina,1,Time Critical Freight,,,unpaid_wages,closed,2010-03-12,,2010-03-22,,1163.32,0.0
a5235d0f-3eec-4823-9f27-6ae7bf6d5237,f890c9b7-f67c-4a75-88db-1b01a10129e7,South Carolina,1,GSE Lining Technology Inc,,,,closed,2010-03-15,,2010-04-08,,,
431b5e63-25b0-403d-a09b-307547ef2ead,54b54255-f060-43ae-9767-75125c19a3a5,South Carolina,1,Kronic Coffee,,,,closed,2010-03-15,,2010-03-16,,,
3e0bc48a-8d88-448f-8a74-e90c4efb17ad,7d47e265-097e-4946-981d-9ac130e55ea7,South Carolina,1,MCCALL RESIDENTIAL SERVICES LLC,,,,closed,2010-03-12,,2010-03-30,,,
28708cb3-b6a5-431d-a63d-5e0253177167,88370f27-3f0f-434e-9d79-e93b00da8390,South Carolina,1,MS Productions Solutions,,,unpaid_wages,closed,2010-03-15,,2010-03-24,,70.0,100.0
2291a869-10a2-4fbe-972f-73614380d2d8,89b735bd-446c-4cf9-91dc-078fd3e8645a,South Carolina,1,Hampton Inn Charleston North,,,,closed,2010-03-15,,2010-04-05,,,
db1c4155-7cab-4151-bfd5-c5ed2a00c1a6,fc8f678b-1043-41af-86ca-1182519b6907,South Carolina,1,Rocky River Inc.,,,unpaid_wages,closed,2010-03-16,,2010-05-06,,504.0,0.0
8c129e79-2349-432b-9924-0208ed8825be,d06afcf6-fcfe-4242-91e2-04aa15074eb0,South Carolina,1,Southern Fried Green Tomatoes,,,unpaid_wages,closed,2010-03-16,,2010-03-24,,290.13,100.0
b8e1b953-3e7a-41b5-9e04-e2bf9a77d9ed,eee3fd96-82bb-4bb7-91fa-e4da4e21e6b6,South Carolina,1,Archer's Action Automotive,,,,closed,2010-03-16,,2010-03-19,,,
1456eb30-f278-4afe-8926-d17eca808d6d,bfd8a24a-0a9c-4a46-89d0-e35b5c3a383e,South Carolina,1,Jeff Lynch Alplpliance,,,,closed,2010-03-16,,2010-03-24,,,
5e1cceb4-20e4-444a-a8d8-0e47049d15ad,e18b8fe4-5938-4a7a-b32c-ad7b8fbb7f6e,South Carolina,1,"WVR SOUTH CAROLINA, LLC",,,,closed,2010-03-16,,2010-03-19,,,
d1dbdf5e-fcd6-4b78-b0b4-a68df8dd6c8a,6ca94e67-a61f-4062-8aea-3bbfbe482fb1,South Carolina,1,Ambuster Med Transport,,,,closed,2010-03-16,,2010-03-30,,,
c140a3b2-ef8a-4126-a5a7-add359fc6c2d,12aa7140-e380-4bb7-a5e2-f85036b581fb,South Carolina,1,Dodn Co LLC,,,,closed,2010-03-16,,2010-04-01,,,
5297352b-6b6d-4af2-bf0a-18a2b64f10fa,30caf78d-24c7-43b2-a242-6527f4c35c76,South Carolina,1,Red Sky,,,unpaid_wages,closed,2010-03-17,,2010-05-11,,6284.0,0.0
aaf2d995-d95e-4dbe-b484-890afc087608,82cd2cc4-d750-4f2c-b392-b47801356a96,South Carolina,1,Nations Funding Source,,,,closed,2010-03-17,,2010-03-22,,,
5847227b-3384-45d8-8750-02d43fc34bf6,4e9761df-1a0f-419d-b796-e2ab823e15d7,South Carolina,1,Sue Cox Jewelry,,,,closed,2010-03-17,,2010-03-23,,,
4291eb95-6fc9-4804-a669-46cae411c9bf,b793bdbf-c6a6-4280-a4bc-ae654914ffdb,South Carolina,1,"Magnum Publications, LLC",,,unpaid_wages,closed,2010-03-17,,2010-03-29,,715.01,200.0
4816345e-0a1c-42d2-9f22-3158cf007209,6e272469-adac-45dd-8c3a-03017fac86d6,South Carolina,1,Snelling Staffing Services,,,,closed,2010-03-19,,2010-03-30,,,
b3382442-becb-49fc-bdf2-f1feb750bc29,51142e3f-1d4d-45db-be5b-3a146fdcf940,South Carolina,1,Diversified Maintenance,,,,closed,2010-03-22,,2010-03-31,,,
e944c528-51e8-4157-a06c-be4eb9df2d7c,310533ea-30ef-445b-ad94-91908772496b,South Carolina,1,Fabri-Kal Corp,,,,closed,2010-03-22,,2010-03-31,,,
3cd8dda5-a7b9-43dc-a816-17655fdfc31d,bd0008cf-aa45-450e-966d-0f5148cd1b29,South Carolina,1,Cee Jaezs,,,,closed,2010-03-23,,2010-03-26,,,
1528bcf8-0694-4401-a504-fa0ce1516e6f,302174c3-9941-4f41-a191-95857998ffa0,South Carolina,1,City of Myrtle Beach,,,,closed,2010-03-22,,2010-04-01,,,
d79bae43-620b-4f46-92fb-f9000bc5cbe0,a1775b9b-681a-4700-a235-3f2110831035,South Carolina,1,Shear's Genius,,,,closed,2010-03-29,,2010-04-07,,,
0a1d9c8a-f785-4552-a15b-fea07af991c8,af6adc2b-e256-4e90-8788-b12d9a7c6e82,South Carolina,1,Dunkin Donuts,,,,closed,2010-03-26,,2010-04-15,,,
4b726283-b056-416f-9c8a-de9c590c56ea,269ddc94-005f-4049-a3c0-91482aa12b15,South Carolina,1,Sheri Jee Fast Food Enterprise,,,,closed,2010-03-29,,2010-04-21,,,
2ee18b4a-7862-4364-a1bd-03472da679b0,cb8127fe-6e4e-4952-9f77-03bf7fbd86bd,South Carolina,1,Metro Tech Detailing Services,,,,closed,2010-03-29,,2010-04-14,,,
ca11b3f4-49a1-4ae4-9ec6-c826638d182a,4349a9a0-ec46-4337-95bf-88fd49a130d0,South Carolina,1,Habachi Grill,,,unpaid_wages,closed,2010-03-29,,2010-04-15,,47.8,100.0
c01ebc95-e5f9-465c-9424-5a7de9db8be7,e78f9e6f-dad0-4613-9cf0-815c43312b99,South Carolina,1,A New Beginning Childcare,,,unpaid_wages,closed,2010-03-29,,2010-04-20,,2217.96,150.0
112e2cdd-77f4-4004-b969-401f185ca9c0,db941ced-86ab-4518-b239-c64411e8d48a,South Carolina,1,Boost Mobile,,,unpaid_wages,closed,2010-03-29,,2010-04-20,,549.19,100.0
b4fdbe8a-58e2-429f-8a2d-ed1c4a6c0f12,1946d86f-4bb7-422c-985e-e0e6c17f5ab1,South Carolina,1,Bremer Construction,,,,closed,2010-03-29,,2010-03-31,,,
701f846e-8dae-46f4-9f56-8554f7518485,c2ea60cb-21d9-416d-a94b-78852a9b819c,South Carolina,1,Children's Attention Home Inc,,,,closed,2010-03-29,,2010-04-22,,,
f2bdc7ee-c0cc-497f-8a69-c92e58ab60ec,e7fc2557-4bf5-4c2f-91af-4d8613397d88,South Carolina,1,Palmetto Bus Sales,,,,closed,2010-03-30,,2010-04-05,,,
2874a0bf-e4c9-4857-882e-946afc4b2a84,ed9d62f5-1ed6-4432-990c-45ce9f73d160,South Carolina,1,TNT Trucking,,,unpaid_wages,closed,2010-03-26,,2010-04-15,,714.88,100.0
ecf54e33-7a37-4656-9f8a-5b45723b4c54,45e526ac-d71b-4a4b-86f1-33d1a35219f5,South Carolina,1,Bill Wheatley Tax & Accounting,,,,closed,2010-03-26,,2010-04-12,,,
16306627-d755-4fd3-a98b-19440c85ed80,6c76e636-5f49-4d7b-9ff1-4d130fcc5b20,South Carolina,1,McElrath Traliers Conell LLC,,,,closed,2010-03-26,,2010-04-05,,,
d52eda2b-a213-41a2-bde7-d7f4cc3657c8,351d00b9-8348-4872-a89f-eaec2458a749,South Carolina,1,Sandhill Hard Surface,,,unpaid_wages,closed,2010-03-26,,2010-05-03,,960.0,200.0
03b0df64-8176-41c5-82f1-038a5bc6f671,998dcedb-5645-42b9-a8e9-8a49d8d5eea1,South Carolina,1,"Blackhawk Logistics, LLC",,,,closed,2010-03-26,,2010-04-16,,,
2da84787-4bb4-4ce8-81e2-4d03767f2169,90422e0f-c15c-4981-b6ef-b19e8a182886,South Carolina,1,Pike Electric Inc,,,unpaid_wages,closed,2010-03-25,,2010-04-20,,297.6,400.0
f042bf7b-cf6b-478c-ba83-3f0b60faf908,772f1fcd-653d-4cc0-b718-0006e2acc5eb,South Carolina,1,Willowglen Academy,,,unpaid_wages,closed,2010-03-30,,2010-04-15,,301.6,50.0
dcb04bfb-2a58-4b47-9380-5298b6aca682,b5e6de0e-8654-45c3-9567-4a1e05fe7612,South Carolina,1,Nurses on Call,,,,closed,2010-03-30,,2010-03-31,,,
9256429e-a4da-4f0d-aeac-7828d96d7248,9dd00071-bcb0-41ac-8ea6-fe11a043c2de,South Carolina,1,Beach Dental Assoc,,,,closed,2010-03-30,,2010-08-19,,,
e4b4e5f9-05da-405d-9099-533697b21e7d,ebcdecc4-fda0-4fa9-ad8d-77b03deb1692,South Carolina,1,Trane,,,,closed,2010-03-30,,2010-04-15,,,
9f78b43f-7c4a-4b44-8dde-59f66e42f186,398d64f2-93d9-4b43-84d7-49026718ad96,South Carolina,1,Rock Enterprises,,,unpaid_wages,closed,2010-03-30,,2010-05-06,,812.0,0.0
ade25da0-f367-4874-85f3-6b031d78d72b,f598f59b-ed43-4ac2-8224-e880649f1999,South Carolina,1,Professional Duplications Inc,,,,closed,2010-03-30,,2010-04-14,,,
c9d5bf34-d85b-4200-9d0a-c1c453d21d07,67aefd91-ada4-401a-bc4b-9a976c713c23,South Carolina,1,BoJangles,,,,closed,2010-04-02,,2010-04-14,,,
9841eeb6-505c-4000-8f09-fe0aa86fead9,55ae1d2f-58d3-4339-b76e-c5343d696af0,South Carolina,1,John Finger Mazda,,,,closed,2010-04-02,,2010-04-27,,,
201028bb-901a-4681-9d98-802ab4df2312,fdf08a5b-eef6-4fff-9b81-c296fad5fe9a,South Carolina,1,Staff Mark,,,,closed,2010-04-02,,2010-04-05,,,
f5808f5b-9d98-4797-b2af-d2bc251c19eb,666d86c0-354a-42d1-b69b-a3e97020db80,South Carolina,1,Progressive Healthcare,,,,closed,2010-04-01,,2010-04-22,,,
c6f80765-c56b-4919-b5dc-91733d0af6ed,1fac8584-69cf-49be-96ba-2db4d01ccdcf,South Carolina,1,Children's Attention Home,,,,closed,2010-04-01,,2010-04-19,,,
6d1391fe-1216-4660-96d1-9147945a090a,b6c1476c-db8c-453a-a8ed-a60e73535446,South Carolina,1,Molly Maid,,,unpaid_wages,closed,2010-04-01,,2010-05-12,,207.91,0.0
8b68adbe-52a2-489d-b5d7-c6f7de3078e5,49ac3edc-fc08-409a-b6ef-ed73f94c5169,South Carolina,1,M & R Towing & Repair,,,,closed,2010-04-01,,2010-04-28,,,
e385663f-2ca4-4bbe-81e0-a9dbbf564ccd,0a35f2f1-9f7f-4f8f-9019-8ad2cd2cb92f,South Carolina,1,Abundant Life Hospice,,,unpaid_wages,closed,2010-04-06,,2010-05-03,,9200.01,350.0
440296b4-caae-4cbe-a0f0-99247d788b0c,c3962454-6444-49f1-b544-1db9e9d7113d,South Carolina,1,Martin Renovations,,,,closed,2010-04-05,,2010-04-22,,,
1b38066f-ce20-4d18-9430-101eb65c684c,155c9a2f-ce8d-4c0d-845c-8ca38e9daa2f,South Carolina,1,Knotty Headz Body Piercing,,,unpaid_wages,closed,2010-04-05,,2010-04-19,,400.0,100.0
95c35381-b02b-4abd-9114-986a18757a61,aedeb62c-bbe9-49fc-aa37-fb3d0ec1e1f0,South Carolina,1,SCI Electronics Inc,,,,closed,2010-04-05,,2010-06-14,,,
b48bd7e3-6626-4c9c-a710-df32f085e02d,3711dfaa-7902-4dbb-9996-2f591df54455,South Carolina,1,Pulte Homes,,,,closed,2010-04-05,,2010-06-23,,,
af420d50-0658-40a0-80b5-7b4b1bd035b0,763d118f-4d3f-4505-a0f3-6771fc0ef5e6,South Carolina,1,Home Health Care,,,,closed,2010-04-05,,2010-04-15,,,
97d76309-a966-4c24-b0fe-360aab8ef30c,1572bbab-55ca-40a7-9904-6ad65957ad21,South Carolina,1,AAA Signs,,,unpaid_wages,closed,2010-04-05,,2010-05-11,,2720.0,100.0
860f7110-11d8-4970-bea9-07aaea8c2700,d930aa02-0b34-4cd7-a1b2-5fb0dbff9782,South Carolina,1,The Book Dispensary Inc,,,unpaid_wages,closed,2010-04-05,,2010-05-12,,4376.75,0.0
b4ff93c3-5dc8-4b06-8673-1f30541f30df,c2d64708-1834-48b3-8bc2-de537a6059a8,South Carolina,1,Proplease Corp,,,,closed,2010-04-06,,2010-04-22,,,
